File_Name,Location,Date,Oto_Num,Measurement,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_113_JS_reimage.tif,GHP,150601,113,6.91,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_113_JS_reimage.tif,GHP,150601,113,10.525,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_113_JS_reimage.tif,GHP,150601,113,12.645,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_113_JS_reimage.tif,GHP,150601,113,14.135,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_113_JS_reimage.tif,GHP,150601,113,15.684,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_113_JS_reimage.tif,GHP,150601,113,17.072,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_113_JS_reimage.tif,GHP,150601,113,18.631,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_113_JS_reimage.tif,GHP,150601,113,20.03,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_113_JS_reimage.tif,GHP,150601,113,21.864,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_113_JS_reimage.tif,GHP,150601,113,22.991,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_113_JS_reimage.tif,GHP,150601,113,22.991,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_114_JS_reimage0001.tif,GHP,150601,114,-,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_114_JS_reimage0001.tif,GHP,150601,114,5.634,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_114_JS_reimage0001.tif,GHP,150601,114,8.326,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_114_JS_reimage0001.tif,GHP,150601,114,10.461,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_114_JS_reimage0001.tif,GHP,150601,114,12.487,,,,,,,,,,,,,,,,,,,,,
GHP_150601_RH_Larva_114_JS_reimage0001.tif,GHP,150601,114,13.945,,,,,,,,,,,,,,,,,,,,,
